Unique_Key|Record_Type|Borough|Block|Lot|Easement|Partial_Lot|Air_Rights|Subterranean_Rights|Property_Type|Street_number|Address|Unit
201500000000000000.00|L|3|7638|11|N|E|N|N|OT|1767|OCEAN AVENUE|
201500000000000000.00|L|3|5661|23|N|E|N|N|OT|1142|52ND STREET|
201400000000000000.00|L|3|8205|53|N|E|N|N|D3|1140|EAST 98TH STREET|
201400000000000000.00|L|3|8205|53|N|E|N|N|D3|1140|EAST 98TH STREET|
201500000000000000.00|L|3|5082|18|N|E|N|N|CR|830|FLATBUSH AVENUE|
201500000000565000.00|L|3|6086|1202|N|E|N|N|SC|345|92ND STREET|1B
201500000000000000.00|L|3|3601|125|N|E|N|N|D1|435|BRISTOL STREET|
201500000000000000.00|L|3|7193|63|N|E|N|N|D2|2437|WEST 3RD STREET|
201500000000000000.00|L|3|3518|66|N|E|N|N|AP|556|THOMAS S BOYLAND ST|
201500000000000000.00|L|3|8235|1021|N|E|N|N|SC|568|LOUISIANA AVENUE|3
201500000000505000.00|L|3|7756|72|N|E|N|N|D2|1140|EAST 53RD STREET|
201500000000220000.00|L|3|7779|22|N|E|N|N|SP|1199|EAST 53 STREET|7X
201500000000000000.00|L|3|2907|1183|N|E|N|N|SC|94|MASPETH AVENUE|7G
201500000000000000.00|L|3|1951|12|N|E|N|N|D1|12|CLIFTON PLACE|
201500000000615000.00|L|3|7422|766|N|E|N|N|D2|2423|EAST 26TH STREET|
201500000000350000.00|L|3|7422|766|N|E|N|N|D2|2423|EAST 26TH STREET|
201500000000300000.00|L|3|1971|48|N|E|N|N|D2|129|QUINCY STREET|
201500000000000000.00|L|3|3807|1|N|E|N|N|F1|581|NEW JERSEY|
201500000000780000.00|L|3|7770|76|N|E|N|N|D2|4531|KINGS HIGHWAY|
201500000000780000.00|L|3|7770|76|N|E|N|N|D2|4531|KINGS HIGHWAY|
201500000000000000.00|L|3|6248|12|N|E|N|N|D2|1714|77TH STREET|
201500000000000000.00|L|3|6248|12|N|E|N|N|D2|1714|77TH STREET|
201500000000880000.00|L|3|765|28|N|E|N|N|D2|458|47TH STREET|
201500000000440000.00|L|3|765|28|N|E|N|N|D2|458|47TH STREET|
201500000000221067.86|L|3|1679|27|N|E|N|N|D1|190A|DECATUR STREET|
201500000000218403.93|L|3|1679|27|N|E|N|N|D1|190A|DECATUR STREET|
201500000000000000.00|L|3|1018|79|N|E|N|N|D3|425|11TH STREET|
201500000000125000.00|L|3|7682|16|N|E|N|N|SP|2807|KINGS HIGHWAY|1B
201400000000000000.00|L|3|3136|27|N|E|N|N|D2|89|BEAVER STREET|
201400000000533850.00|L|3|3136|27|N|E|N|N|D2|89|BEAVER STREET|
201400000000000000.00|L|3|5615|48|N|E|N|N|OT|4520|12TH|AVENUE
201400000000000000.00|L|3|5622|64|N|E|N|N|OT|1215|47TH STREET|
201400000000000000.00|L|3|5623|12|N|E|N|N|OT|1314|46TH STREET|
201400000000000000.00|L|3|5628|1|N|E|N|N|OT|4711|12TH|AVENUE
201500000000157000.00|L|3|7776|26|N|E|N|N|SP|1270|E. 51ST STREET|7W
201500000001150000.00|L|3|7127|58|N|E|N|N|D4|2139|WEST STREET|
201500000000575000.00|L|3|7127|58|N|E|N|N|D4|2139|WEST STREET|
201500000000465500.00|L|3|1775|44|N|E|N|N|CR|765|DEKALB AVENUE|
201500000000465500.00|L|3|1775|44|N|E|N|N|CR|765|DEKALB AVENUE|
201500000000060867.91|L|3|403|18|N|E|N|N|RP|352|BALTIC STREET|
201500000000000000.00|L|3|403|18|N|E|N|N|RP|352|BALTIC STREET|
201500000000450000.00|L|3|403|18|N|E|N|N|RP|352|BALTIC STREET|
201500000002900000.00|L|3|285|26|N|E|N|N|AP|154|ATLANTIC AVENUE|
201500000000000000.00|L|3|5903|1210|N|E|N|N|SC|1048|71ST STREET|
201500000000000000.00|L|3|5903|1210|N|E|N|N|SC|1048|71ST STREET|
201500000000000000.00|L|3|5903|1210|N|E|N|N|SC|1048|71ST STREET|
201500000000000000.00|L|3|4997|14|N|E|N|N|D3|1471|NEW YORK AVENUE|
201500000000670000.00|L|3|4887|42|N|E|N|N|D4|979|NEW YORK AVENUE|4
201500000000502500.00|L|3|4887|42|N|E|N|N|D4|979|NEW YORK AVENUE|4
201500000000502500.00|L|3|4887|42|N|E|N|N|D4|979|NEW YORK AVENUE|4
201500000000006121.30|L|3|1166|76|N|E|N|N|D2|407|STERLING PLACE|
201500000001070000.00|L|3|1166|76|N|E|N|N|D2|407|STERLING PLACE|
201500000000000000.00|L|3|1166|76|N|E|N|N|D2|407|STERLING PLACE|
201500000000636406.25|L|3|8805|1031|N|E|N|N|PS|3165|EMMONS AVENUE|P31
201500000000636406.25|L|3|8805|1032|N|E|N|N|PS|3165|EMMONS AVENUE|P32
201500000000636406.25|L|3|8805|1099|N|E|N|N|SC|3165|EMMONS AVENUE|3N
201500000000468750.00|L|3|8805|1031|N|E|N|N|PS|3165|EMMONS AVENUE|P31
201500000000468750.00|L|3|8805|1032|N|E|N|N|PS|3165|EMMONS AVENUE|P32
201500000000468750.00|L|3|8805|1099|N|E|N|N|SC|3165|EMMONS AVENUE|3N
201500000000000000.00|L|3|8805|1031|N|E|N|N|PS|3165|EMMONS AVENUE|P31
201500000000000000.00|L|3|8805|1032|N|E|N|N|PS|3165|EMMONS AVENUE|P32
201500000000000000.00|L|3|8805|1099|N|E|N|N|SC|3165|EMMONS AVENUE|3N
201500000000000000.00|L|3|6170|33|N|E|N|N|D1|1662|70TH STREET|
201500000000000000.00|L|3|6170|33|N|E|N|N|D1|1662|70TH STREET|
201500000000415000.00|L|3|7841|47|N|E|N|N|D1|2154|TROY AVENUE|
201500000000332000.00|L|3|7841|47|N|E|N|N|D1|2154|TROY AVENUE|
201500000000000000.00|L|3|245|1361|N|E|N|N|SC|360|FURMAN STREET|1026
201500000000000000.00|L|3|245|1362|N|E|N|N|SC|360|FURMAN STREET|1027
201500000000000000.00|L|3|245|1512|N|E|N|N|PS|360|FURMAN STREET|P50
201500000000000000.00|L|3|245|1361|N|E|N|N|SC|360|FURMAN STREET|1026
201500000000000000.00|L|3|245|1362|N|E|N|N|SC|360|FURMAN STREET|1027
201500000000000000.00|L|3|245|1512|N|E|N|N|PS|360|FURMAN STREET|P50
201500000000000000.00|L|3|245|1361|N|E|N|N|SC|360|FURMAN STREET|1026
201500000000000000.00|L|3|245|1362|N|E|N|N|SC|360|FURMAN STREET|1027
201500000000000000.00|L|3|245|1512|N|E|N|N|PS|360|FURMAN STREET|P50
201500000000591747.33|L|3|245|1361|N|E|N|N|SC|360|FURMAN STREET|1026
201500000000591747.33|L|3|245|1362|N|E|N|N|SC|360|FURMAN STREET|1027
201500000000591747.33|L|3|245|1512|N|E|N|N|PS|360|FURMAN STREET|P50
201500000000000000.00|L|3|245|1361|N|E|N|N|SC|360|FURMAN STREET|1026
201500000000000000.00|L|3|245|1362|N|E|N|N|SC|360|FURMAN STREET|1027
201500000000000000.00|L|3|245|1512|N|E|N|N|PS|360|FURMAN STREET|P50
201500000001350000.00|L|3|3441|30|N|E|N|N|D6|632|WILSON AVENUE|
201500000000929500.00|L|3|3441|30|N|E|N|N|D6|632|WILSON AVENUE|
201500000000929500.00|L|3|3441|30|N|E|N|N|D6|632|WILSON AVENUE|
201500000000000000.00|L|3|5174|8|N|E|N|N|AP|470|STRATFORD ROAD|61
201500000000000000.00|L|3|5174|8|N|E|N|N|AP|470|STRATFORD ROAD|61
201500000002924980.86|L|3|5174|8|N|E|N|N|AP|470|STRATFORD ROAD|61
201500000000000000.00|L|3|1150|32|N|E|N|N|D4|124|ST MARKS AVENUE|
201400000000000000.00|L|3|797|64|N|E|N|N|OT|223|52ND STREET|
201400000000000000.00|L|3|845|48|N|E|N|N|VN|267|58TH STREET|
201400000000000000.00|L|3|5862|64|N|E|N|N|F4|249|BAY RIDGE AVENUE|
201500000000000000.00|L|3|6141|59|N|E|N|N|D3|272|DAHLGREN PLACE|
201500000000000000.00|L|3|6141|59|N|E|N|N|D3|272|DAHLGREN PLACE|
201500000000000000.00|L|3|6141|59|N|E|N|N|D3|272|DAHLGREN PLACE|
201500000000480000.00|L|3|6141|59|N|E|N|N|D3|272|DAHLGREN PLACE|
201500000000773870.00|L|3|6652|1017|N|E|N|N|SC|1740|WEST 4TH STREET|4C
201500000000773870.00|L|3|6652|1061|N|E|N|N|PS|1740|WEST 4TH STREET|
201500000000000000.00|L|3|6652|1017|N|E|N|N|SC|1740|WEST 4TH STREET|
201500000000000000.00|L|3|6652|1061|N|E|N|N|PS|1740|WEST 4TH STREET|
201400000000000000.00|L|3|3949|15|N|E|N|N|D1|137|SCHENCK AVENUE|
201500000000499000.00|L|3|1238|62|N|E|N|N|D6|683|STERLING PLACE|
201500000000000000.00|L|3|891|40|N|E|N|N|D3|674A|6 AVENUE|
201500000000000000.00|L|3|453|42|N|E|N|N|D2|476|CARROLL STREET|
201500000000000000.00|L|3|640|46|N|E|N|N|D4|223|21ST STREET|
201500000000000000.00|L|3|640|46|N|E|N|N|D4|223|21ST STREET|
201500000000000000.00|L|3|891|40|N|E|N|N|D3|674A|6 AVENUE|
201500000000000000.00|L|3|453|42|N|E|N|N|D2|476|CARROLL STREET|
201500000001425000.00|L|3|453|42|N|E|N|N|D2|476|CARROLL STREET|
201500000001425000.00|L|3|640|46|N|E|N|N|D4|223|21ST STREET|
201500000001425000.00|L|3|891|40|N|E|N|N|D3|674A|6 AVENUE|
201500000001425000.00|L|3|453|42|N|E|N|N|D2|476|CARROLL STREET|
201500000001425000.00|L|3|640|46|N|E|N|N|D4|223|21ST STREET|
201500000001425000.00|L|3|891|40|N|E|N|N|D3|674A|6 AVENUE|
201500000000000000.00|L|3|8832|24|N|E|N|N|D1|217|ALLEN AVENUE|
201500000000130000.00|L|3|6895|41|N|E|N|N|D1|2540|BATH AVENUE|
201500000000938000.00|L|3|6206|25|N|E|N|N|D2|1950|73RD STREET|
201500000000488000.00|L|3|6206|25|N|E|N|N|D2|1950|73RD STREET|
201500000000000000.00|L|3|2058|1061|N|E|N|N|SC|365|BRIDGE STREET|5I
201500000007860262.00|L|3|870|2|N|E|N|N|AP|1683|8 AVENUE|
201500000007860262.00|L|3|870|3|N|E|N|N|AP|1677|8 AVENUE|
201500000007860262.00|L|3|1105|49|N|E|N|N|AP|439|16TH STREET|
201500000000000000.00|L|3|2129|1103|N|P|N|N|SC|42|BROADWAY|2B
201500000000000000.00|L|3|3389|47|N|E|N|N|D3|1139|HANCOCK STREET|
201500000000000000.00|L|3|7402|4|N|E|N|N|D1|1710|AVENUE W|
201500000000000000.00|L|3|7402|4|N|E|N|N|D1|1710|AVENUE W|
201500000000048382.00|L|3|7402|4|N|E|N|N|D1|1710|AVENUE W|
201500000000000000.00|L|3|6214|3|N|E|N|N|D4|7415|16TH|AVENUE
201500000000860000.00|L|3|6214|3|N|E|N|N|D4|7415|16TH AVENUE|
201500000000600000.00|L|3|6214|3|N|E|N|N|D4|7415|16TH AVENUE|
201500000000000000.00|L|3|957|14|N|E|N|N|AP|772-774|UNION STREET|
201500000000000000.00|L|3|8665|507|N|E|N|N|VR|6|BRIGHTON 5 PLACE|
201500000000000000.00|L|3|8665|507|N|E|N|N|VR|6|BRIGHTON 5 PLACE|
201500000000350000.00|L|3|7754|34|N|E|N|N|CR|1639|UTICA AVENUE|
201400000000000000.00|L|3|7754|34|N|E|N|N|CR|1639|UTICA AVENUE|
201500000000555000.00|L|3|7738|58|N|E|N|N|RP|932|E. 55TH ST|
201500000000499500.00|L|3|7738|58|N|E|N|N|RP|932|E. 55TH ST|
201500000000815000.00|L|3|1158|61|N|E|N|N|SP|225|PARK PLACE|3C
201500000000990000.00|L|3|6215|13|N|E|N|N|D3|1714|74TH STREET|
201500000000490000.00|L|3|6215|13|N|E|N|N|D3|1714|74TH STREET|
201500000001500000.00|L|3|6634|5|N|E|N|N|CR|432|AVENUE P|
201500000001500000.00|L|3|6634|6|N|E|N|N|CR|434|AVENUE P|
201400000000000000.00|L|3|989|70|N|E|N|N|D3|427|6TH STREET|
199300000000000000.00|L|3|989|70|N|E|N|N|D3|427|6TH STREET|
201500000002575000.00|L|3|989|70|N|E|N|N|D3|427|6TH STREET|6
201500000001802500.00|L|3|989|70|N|E|N|N|D3|427|6TH STREET|6
201500000000001989.04|L|3|7864|7|N|E|N|N|D1|4009|QUENTIN ROAD|
201500000000436000.00|L|3|7864|7|N|E|N|N|D1|4009|QUENTIN ROAD|
201500000000000000.00|L|3|7864|7|N|E|N|N|D1|4009|QUENTIN ROAD|
201500000000000000.00|L|3|1642|73|N|E|N|N|RP|703A|MADISON STREET|
201500000000000000.00|L|3|1642|73|N|E|N|N|RP|703A|MADISON STREET|
201500000000000000.00|L|3|1974|1012|N|E|N|N|SC|315|GATES AVENUE|1F
201500000000000000.00|L|3|1974|1111|N|E|N|N|PS|315|GATES AVENUE|P35
201500000000000000.00|L|3|1974|1012|N|E|N|N|SC|315|GATES AVENUE|1F
201500000000000000.00|L|3|1974|1111|N|E|N|N|PS|315|GATES AVENUE|P35
201500000000007517.27|L|3|1974|1012|N|E|N|N|SC|315|GATES AVENUE|1F
201500000000007517.27|L|3|1974|1111|N|E|N|N|PS|315|GATES AVENUE|P35
201500000000401950.00|L|3|1974|1012|N|E|N|N|SC|315|GATES AVENUE|1F
201500000000401950.00|L|3|1974|1111|N|E|N|N|PS|315|GATES AVENUE|P35
201500000000000000.00|L|3|636|62|N|E|N|N|D6|133|20TH STREET|
201500000000000000.00|L|3|5426|1005|N|E|N|N|SC|36|PARKVILLE AVE|2A
200400000000000000.00|L|3|6215|13|N|E|N|N|D3|1714|74TH STREET|
201500000000000000.00|L|3|4194|29|N|E|N|N|RP|416|EUCLID AVENUE|
199800000000000000.00|L|3|8049|75|N|E|N|N|D2|1176|EAST 84TH STREET|
201500000000325000.00|L|3|8049|75|N|E|N|N|D2|1176|EAST 84TH STREET|
201500000000000000.00|L|3|2107|15|N|E|N|N|CR|590|FULTON STREET|
201500000000000000.00|L|3|2107|30|N|E|N|N|CR|85|ROCKWELL PLACE|
201500000000000000.00|L|3|2107|33|N|E|N|N|CR|262|ASHLAND PLACE|
201500000000000000.00|L|3|2107|36|N|E|N|N|CR|19|LAFAYETTE AVENUE|
201500000000000000.00|L|3|2107|15|N|E|N|N|CR|590|FULTON STREET|
201500000000000000.00|L|3|2107|30|N|E|N|N|CR|85|ROCKWELL PLACE|
201500000000000000.00|L|3|2107|33|N|E|N|N|CR|262|ASHLAND PLACE|
201500000000000000.00|L|3|2107|36|N|E|N|N|CR|19|LAFAYETTE AVENUE|
201500000000292000.00|L|3|8179|60|N|E|N|N|D1|18|DURLAND PLACE|
201500000000000000.00|L|3|5667|24|N|E|N|N|RP|1062|53rd STREET|
201500000000000000.00|L|3|1658|24|N|E|N|N|VR|804|JEFFERSON AVENUE|
201500000000000000.00|L|3|1658|27|N|E|N|N|VR|806|JEFFERSON AVENUE|
201500000000000000.00|L|3|1658|24|N|E|N|N|VR|804|JEFFERSON AVENUE|
201500000000000000.00|L|3|1658|27|N|E|N|N|VR|806|JEFFERSON AVENUE|
201500000002840000.00|L|3|5400|68|N|E|N|N|OF|581|OCEAN PARKWAY|
201500000000000000.00|L|3|1239|5|N|E|N|N|AP|1467|BEDFORD AVENUE|
201500000000000000.00|L|3|8024|33|N|E|N|N|D3|919|EAST 87th STREET|
201500000000000000.00|L|3|422|54|N|E|N|N|D1|397|SACKETT STREET|
201500000000004778.87|L|3|422|54|N|E|N|N|D1|397|SACKETT STREET|
201500000000525575.00|L|3|422|54|N|E|N|N|D1|397|SACKETT STREET|
201400000000368900.85|L|3|1668|82|N|E|N|N|D1|651|MACON STREET|
201500000000000000.00|L|3|3830|13|N|E|N|N|RP|671|SACKMAN STREET|
201500000000000000.00|L|3|2168|1044|N|E|N|N|SC|60|MORTON STREET|71
201400000000334227.78|L|3|4245|40|N|E|N|N|D1|1149|SUTTER AVENUE|
201500000000000000.00|L|3|4109|26|N|E|N|N|RP|53|LINCOLN AVENUE|
201500000000000000.00|L|3|4109|26|N|E|N|N|RP|53|LINCOLN AVENUE|
201500000000000000.00|L|3|2849|7|N|E|N|N|RP|106|KINGSLAND AVENUE|
201500000000645000.00|L|3|1818|82|N|E|N|N|RP|231|MADISON STREET|
201400000000000000.00|L|3|5649|54|N|E|N|N|D3|1359|51ST STREET|
201500000001350000.00|L|3|5510|60|N|E|N|N|D2|1663|60TH STREET|
201500000000000000.00|L|3|8404|36|N|E|N|N|D1|2015|EAST 61ST STREET|
201500000000000000.00|L|3|1891|81|N|E|N|N|VN|491|MYRTLE AVENUE|
201500000000000000.00|L|3|1891|81|N|E|N|N|VN|491|MYRTLE AVENUE|
201500000000000000.00|L|3|8373|61|N|E|N|N|D3|7248|BERGEN COURT|
201400000000000000.00|L|3|2522|78|N|E|N|N|D3|101|HURON STREET|
201500000000000000.00|L|3|1534|75|N|E|N|N|F1|151|HULL STREET|
201400000000294759.76|L|3|5584|20|N|E|N|N|D1|1048|39th STREET|
201500000000000000.00|L|3|4245|19|N|E|N|N|D4|882|BELMONT AVENUE|
201500000001250000.00|L|3|6400|9|N|E|N|N|F1|1703|BATH AVENUE|
201500000000400000.00|L|3|6400|9|N|E|N|N|F1|1703|BATH AVENUE|
201500000000000000.00|L|3|4992|8|N|E|N|N|D1|4518|FOSTER AVENUE|
201500000000000000.00|L|3|4992|8|N|E|N|N|D1|4518|FOSTER AVENUE|
201500000000000000.00|L|3|4992|8|N|E|N|N|D1|4518|FOSTER AVENUE|
201500000000000000.00|L|3|4992|8|N|E|N|N|D1|4518|FOSTER AVENUE|
201500000000009305.29|L|3|4992|8|N|E|N|N|D1|4518|FOSTER AVENUE|
201500000000257750.00|L|3|4992|8|N|E|N|N|D1|4518|FOSTER AVENUE|
201500000000000000.00|L|3|7615|73|N|E|N|N|D1|1232|EAST 34TH STREET|
201400000000432242.82|L|3|4077|42|N|E|N|N|D1|584|JEROME STREET|
201500000000000000.00|L|3|2266|1101|N|E|N|N|SC|392|WALLABOUT ST|1
201500000000000000.00|L|3|2266|1101|N|E|N|N|SC|392|WALLABOUT ST|1
201500000000499000.00|L|3|7808|23|N|E|N|N|F1|1837|FLATBUSH AVENUE|
201500000000010000.00|L|3|1886|1544|N|E|N|N|PS|43|SKILLMAN STREET|P12
201500000000010000.00|L|3|1886|1545|N|E|N|N|PS|43|SKILLMAN STREET|P13
201500000000150000.00|L|3|3194|22|N|E|N|N|D3|34|DITMARS STREET|
201500000000150000.00|L|3|3194|22|N|E|N|N|D3|34|DITMARS STREET|
201500000000999999.00|L|3|3239|4|N|E|N|N|D3|113|ST. NICHOLAS AVENUE|
201500000029712593.00|L|3|2100|76|N|E|N|N|AP|99|LAFAYETTE AVENUE|
201500000002100000.00|L|3|5066|64|N|E|N|N|AP|285|LENOX ROAD|
201500000000000000.00|L|3|4203|33|N|E|N|N|RP|518|GRANT AVENUE|
201500000000000000.00|L|3|3624|17|N|E|N|N|RP|581|BRISTOL STREET|
201500000000660000.00|L|3|4294|44|N|E|N|N|F1|423|HEGEMAN AVENUE|
201500000000360000.00|L|3|4294|44|N|E|N|N|F1|423|HEGEMAN AVENUE|
201500000000360000.00|L|3|4294|44|N|E|N|N|F1|423|HEGEMAN AVENUE|
201500000000000000.00|L|3|2073|4|N|E|N|N|AP|193|CARLTON AVENUE|
201500000000300452.72|L|3|2073|4|N|E|N|N|AP|193|CARLTON AVENUE|
201500000000980000.00|L|3|2073|4|N|E|N|N|AP|193|CARLTON AVENUE|
201500000000000000.00|L|3|4148|41|N|E|N|N|D3|266|AUTUMN AVENUE|
201500000000000000.00|L|3|1982|20|N|E|N|N|D3|399|GRAND AVENUE|
201500000000000000.00|L|3|1262|37|N|E|N|N|D2|292|NEW YORK AVENUE|
201500000000016749.24|L|3|1262|37|N|E|N|N|D2|292|NEW YORK AVENUE|
201500000000630000.00|L|3|1262|37|N|E|N|N|D2|292|NEW YORK AVENUE|
201400000000000000.00|L|3|1262|37|N|E|N|N|D2|292|NEW YORK AVENUE|
201500000000000000.00|L|3|5710|53|N|E|N|N|CR|1143-1145|60TH STREET|
201500000001430000.00|L|3|5710|53|N|E|N|N|CR|1143-1145|60TH STREET|
201500000000000000.00|L|3|2267|1019|N|E|N|N|SC|111|GERRY STREET|19
201500000000849000.00|L|3|6832|76|N|E|N|N|D2|1825|EAST 26TH STREET|
201500000000636750.00|L|3|6832|76|N|E|N|N|D2|1825|EAST 26TH STREET|
201500000000000000.00|L|3|6219|48|N|E|N|N|RP|7424|BAY PARKWAY|
201500000000000000.00|L|3|4960|33|N|E|N|N|D2|1234|TROY AVENUE|
201500000003690000.00|L|3|1777|62|N|E|N|N|CR|855|DEKALB AVENUE|
201500000000000000.00|L|3|5243|51|N|E|N|N|RP|616|EAST 23rd STREET|
201400000000459932.84|L|3|6584|105|N|E|N|N|D1|213|RYDER AVENUE|
201500000000000000.00|L|3|8082|17|N|E|N|N|RP|1418|EAST 86th STREET|
201500000000000000.00|L|3|4671|21|N|E|N|N|D4|380|ROCKAWAY PARKWAY|
201500000000000000.00|L|3|8060|1209|N|E|N|N|SC|1223|EAST 80TH STREET|
201400000003500000.00|L|3|1214|76|N|E|N|N|CR|1173|BERGEN STREET|
201500000000414500.00|L|3|5647|2|N|E|N|N|D2|5019|11TH|AVENUE
201500000000000000.00|L|3|1618|35|N|E|N|N|OT|1003|GREENE AVENUE|
201500000000000000.00|L|3|1618|35|N|E|N|N|OT|1003|GREENE AVENUE|
201500000000000000.00|L|3|1623|25|N|E|N|N|OT|1038|GREENE AVENUE|
201500000000000000.00|L|3|1623|25|N|E|N|N|OT|1038|GREENE AVENUE|
201500000000000000.00|L|3|1321|1004|N|P|N|N|D6|502|NEW YORK AVENUE|2B
201500000000000000.00|L|3|5199|1|N|E|N|N|D1|1304|DITMAS AVENUE|
201500000000000000.00|L|3|7219|145|N|E|N|N|RP|9|MANHATTAN COURT|
201500000000000000.00|L|3|7219|145|N|E|N|N|RP|9|MANHATTAN COURT|
201500000000022300.00|L|3|7219|145|N|E|N|N|RP|9|MANHATTAN COURT|
201500000000001651.65|L|3|7180|32|N|E|N|N|D1|2389|EAST 4th STREET|
201500000000532600.00|L|3|7180|32|N|E|N|N|D1|2389|EAST 4th STREET|
201500000001400000.00|L|3|1075|39|N|E|N|N|SP|44|PROSPECT PARK WEST|F-9
201300000000000000.00|L|3|8036|28|N|E|N|N|D1|1029|EAST 84th STREET|
201300000000344795.08|L|3|8036|28|N|E|N|N|D1|1029|EAST 84th STREET|
201300000000078403.61|L|3|8036|28|N|E|N|N|D1|1029|EAST 84th STREET|
201500000000000000.00|L|3|6335|34|N|E|N|N|RP|2156|84th STREET|
201500000001650000.00|L|3|8728|55|N|E|N|N|RP|72|COLERIDGE STREET|
201500000000570000.00|L|3|5746|1068|N|E|N|N|SC|1228|64TH STREET|D
201500000000456000.00|L|3|5746|1068|N|E|N|N|SC|1228|64TH STREET|D
201500000000000000.00|L|3|5746|1068|N|E|N|N|SC|1228|64TH STREET|D
201500000000200000.00|L|3|5995|25|N|E|N|N|D1|168|81st STREET|
201500000000450000.00|L|3|1797|51|N|E|N|N|D4|480|GREENE AVENUE|
201500000000480000.00|L|3|1797|51|N|E|N|N|D4|480|GREENE AVENUE|
201500000000120000.00|L|3|1797|51|N|E|N|N|D4|480|GREENE AVENUE|
201400000000300000.00|L|3|5487|28|N|E|N|N|D1|1856|54TH STREET|
201500000000570000.00|L|3|8812|118|N|E|N|N|D3|107|NEPTUNE AVENUE|
201500000000463980.00|L|3|8812|118|N|E|N|N|D3|107|NEPTUNE AVENUE|
201300000000000000.00|L|3|8812|118|N|E|N|N|D3|107|NEPTUNE AVENUE|
201400000000000000.00|L|3|3978|1|N|E|N|N|D2|533|GLENMORE AVENUE|
201500000000001567.02|L|3|3978|1|N|E|N|N|D2|533|GLENMORE AVENUE|
201500000000281500.00|L|3|3978|1|N|E|N|N|D2|533|GLENMORE AVENUE|
201500000000000000.00|L|3|3978|1|N|E|N|N|D2|533|GLENMORE AVENUE|
201500000000004719.03|L|3|8374|1465|N|E|N|N|D1|1471|ROYCE STREET|2E
201500000000393150.00|L|3|8374|1465|N|E|N|N|D1|1471|ROYCE STREET|2E
201500000000393150.00|L|3|8374|1465|N|E|N|N|D1|1471|ROYCE STREET|2E
201400000000000000.00|L|3|8522|43|N|E|N|N|D2|3616|AVENUE S|
201500000000003845.58|L|3|8522|43|N|E|N|N|D2|3616|AVENUE S|
201500000000322900.00|L|3|8522|43|N|E|N|N|D2|3616|AVENUE S|
201500000000000000.00|L|3|8522|43|N|E|N|N|D2|3616|AVENUE S|
201500000000000000.00|L|3|5912|16|N|E|N|N|D2|826|72nd STREET|
201500000000500000.00|L|3|5912|16|N|E|N|N|D2|826|72nd STREET|
201400000000000000.00|L|3|6761|1106|N|E|N|N|PS|1576|EAST 15TH STREET|
201400000000000000.00|L|3|6761|1109|N|E|N|N|SC|1576|EAST 15TH STREET|
201400000000000000.00|L|3|6761|1106|N|E|N|N|PS|1576|EAST 15TH STREET|
201400000000000000.00|L|3|6761|1109|N|E|N|N|SC|1576|EAST 15TH STREET|
201400000000368000.00|L|3|6761|1106|N|E|N|N|PS|1576|EAST 15TH STREET|
201400000000368000.00|L|3|6761|1109|N|E|N|N|SC|1576|EAST 15TH STREET|
201500000000000000.00|L|3|6630|52|N|E|N|N|D2|1673|WEST 2ND STREET|
201500000000450000.00|L|3|6630|52|N|E|N|N|D2|1673|WEST 2ND STREET|
201500000000000000.00|L|3|7153|76|N|E|N|N|RP|2227|EAST 1st STREET|
201400000000000000.00|L|3|4912|123|N|E|N|N|D3|524|EAST 45th STREET|
201500000000000000.00|L|3|745|45|N|E|N|N|F1|4510|3 AVENUE|
201500000000000000.00|L|3|3912|49|N|E|N|N|D1|48|HIGHLAND PLACE|
201500000000000000.00|L|3|5070|15|N|E|N|N|D1|30|EAST 10th STREET|
201500000000000000.00|L|3|6651|65|N|E|N|N|D1|1759|WEST 6th STREET|
201500000000000000.00|L|3|2693|16|N|E|N|N|D2|25A|VAN DAM STREET|
201500000000000000.00|L|3|2324|1106|N|E|N|N|SC|34|NORTH 7TH STREET|
201500000002495000.00|L|3|2324|1106|N|E|N|N|SC|34|NORTH 7TH STREET|TH3
201500000001996000.00|L|3|2324|1106|N|E|N|N|SC|34|NORTH 7TH STREET|TH3
201500000000000000.00|L|3|2324|1106|N|E|N|N|SC|34|NORTH 7TH STREET|TH3
201500000000000000.00|L|3|5320|86|N|E|N|N|D2|23|KERMIT PLACE|
201500000000000000.00|L|3|5430|17|N|E|N|N|D1|1528|43rd STREET|
201500000000000000.00|L|3|4182|10|N|E|N|N|D4|137|SHERIDAN AVENUE|
201500000000840000.00|L|3|1174|4|N|E|N|N|F1|767|WASHINGTON AVENUE|
201500000000000000.00|L|3|4773|13|N|E|N|N|D2|628|EAST 53rd STREET|
201300000000000001.00|L|3|7197|33|N|E|N|N|D2|2464|EAST 2ND STREET|
201400000000451029.76|L|3|3400|73|N|E|N|N|D2|381|WEIRFIELD STREET|
201500000000000000.00|L|3|277|1|N|E|N|N|CR|66|BOERUM PLACE|
201500000000000000.00|L|3|4897|45|N|E|N|N|RP|235|EAST 43rd STREET|
201500000000000000.00|L|3|1515|1005|N|E|N|N|SC|436|CHAUNCEY STREET|436-1
201500000000000000.00|L|3|7845|12|N|E|N|N|RP|2065|SCHENECTADY AVENUE|
201500000000000000.00|L|3|403|48|N|E|N|N|D3|123|BUTLER STREET|
201500000000184456.21|L|3|403|48|N|E|N|N|D3|123|BUTLER STREET|
201500000000910000.00|L|3|403|48|N|E|N|N|D3|123|BUTLER STREET|
